text,label,lang
कोरोनाभाइरस: #covid19 पत्ता लगाउन कुकुर उपयोगी होला त? <URL>,0,ne
"el laboratorio central de la provincia informó que en el día de hoy no hubo nuevos casos de #coronavirus, ni se registraron fallecimientos en la provincia de #córdoba. hasta el momento, hay un total de 460 casos ➡️ <URL> <URL>",0,es
the <USER> arrived in new york to help hospitals overwhelmed with #coronavirus patients. the ship will not see any #covid19 patients but will ease pressure on other hospitals. temporary hospitals are also at the <USER> and central park. more: <URL> <URL>,0,en
коронавірус виявлено у мешканців найбільших в азії індійських нетрів мумбаї <URL>,0,uk
osea que ya lleva semanas de paseo por allí. gracias al 14-f le damos un empujón para que se propague. detectan en #cataluna el primer caso de la variante sudafricana de la #covid19. <USER> <USER> <URL>,0,es
a new case of covid-19 has been reported inside the toronto eaton centre. <URL>,0,en
коронавірус на київщині виявили у родички нардепа шахова <URL> <URL>,0,uk
detectan en cataluña el primer caso de la variante sudafricana de la covid-19. <URL>,0,es
"las dictaduras nunca asumen su responsabilidad. los de aqui (según ellos) llegaron del extranjero; ahora, exportan a cuba que confirma segundo caso de covid-19 procedente de nicaragua via <USER> <URL> continúa el secretismo.",0,es
we now have by city-by-city covid-19 case numbers for western riverside county. the county is up to 185 confirmed cases w/8 deaths.also i- a riverside doctor tests positive; new order restricts short-term rentals during coronavirus crisis.story: <URL> <URL>,0,en
1823 casos confirmados de #covid19 y 48 personas fallecidas en #ecuador #coronavirus #quedateentucasa #covid2019 <URL> <USER> #fallecidos <URL>,0,es
"revisa la información más relevante en torno al #covid19▪️en méxico:suman 12 muertos y 717 contagiados, 132 más que ayer <URL> la cdmx:personal de funerarias es capacitado para manejar cuerpos de fallecidos por #coronavirus <URL> <URL>",0,es
positive cases of covid-19 goes over 100 on the navajo nation - <URL> #navajonation #flagstaff #coronavirus #covid19 <URL>,0,en
primer bebé contagiado por covid-19 en venezuela <URL>,0,es
china’s first confirmed covid-19 #coronavirus case 'patient zero' traced back to 17th november 2019<URL> via <USER> &amp; <USER>,0,en
коронавірус на рівненщині: підтверджено дев’ять випадків недуги і першу смерть<URL>,0,uk
"оперативна інформація про поширення коронавірусної інфекції covid-19 станом на 10:00 28.03.2020станом на 10:00 28 березня в україні 311 лабораторно підтверджених випадків covid-19, з них 8 летальних, 5 паці ...тверезо<URL> #новини_держустанов <URL>",0,uk
confirman primer paciente con coronavirus en tacna<URL>,0,es
us overtakes china as country with most recorded covid-19 cases#covid19 #coronavirususa #coronaviruspandemic <URL>,0,en
"coronavirus in india: covid-19 cases inches 1000-mark, 25 deaths so far; check state-wise count#coronaupdate #coronavirusindia #covid2019india <URL>",0,en
இந்தியாவில் கொரோனாவை பரப்பும் கோவிட் -19 வைரசின் முதல் படங்கள் வெளியீடு...<URL> <URL>,0,ta
"#covid19 ☣️el gobierno de #querétaro reportó la madrugada de hoy el primer caso de paciente con #coronavirus fallecido, una persona del sexo masculino de 58 años de edad.<URL>",0,es
пандемія коронавірусу: інфографіка поширення covid-19 у країнах світу станом на 27 березня#новини #новости #тсн #коронавірус #covid <URL>,0,uk
"and boom💥 oficialmente eeuu es el país con más casos de covid-19 en el mundo 😑 y esto apenas comienza, #stayhome #coronavirus <URL>",0,es
وزارة الصحة ووقاية المجتمع : رصد 102 حالة إصابة جديدة بفيروس #كورونا المستجد /كوفيد-19/، تم التعرف عليها من خلال فحص المخالطين لإصابات أعلن عنها مسبقاً، ولم يلتزموا بالإجراءات الوقائية والتباعد الجسدي، بالإضافة إلى حالات مرتبطة بالسفر إلى الخارج#مصدر_للأخبار <URL>,0,ar
"[video terpopuler] beginilah penyebaran kasus terkonfirmasi positif covid-19 di luar china hingga 23 maret 2020. italia masih menjadi negara dengan kasus terbanyak, disusul oleh amerika serikat dan spanyol. informasi terbaru pandemi corona: <URL> <URL>",0,in
".<USER> today confirmed 20 new cases of novel coronavirus disease 2019 (#covid19) have been officially reported to the state, making the total positive case count 96. see county and additional updates in link:<URL> <URL>",0,en
coronavirus. comment la france compte les victimes du covid-19 <URL>,0,fr
atarrabiako correos#haserregaude #haserreeguna #muestratuenfado#koronabirusa #coronavirus #covid19 <URL>,0,eu
третя смерть від коронавірусу в івано-франківській області: у померлої підтвердили covid-19 <URL> #новости #тсн #коронавірус #covid,0,uk
"este nuevo enfermo ha ingresado algunas horas después del primero, aunque no se ha confirmado que haya relación entre ambos <URL> #sevillahoy",1,es
"nuevos casos de coronavirus en españa: después de la esposa del médico italiano en tenerife, una mujer en barcelonacon lo mentiroso que es este gobierno, seguro que hay muchos mássi nos salvamos es por la parte médica, porque la política es un desastre<URL> <URL>",1,es
"ministro de salud de colombia: ""el ministerio de salud y protección social confirma el primer caso de covid-19 en el territorio nacional, luego de los análisis practicados a una paciente de 19 años"" <URL>",1,es
"ministra austrália faz propaganda tomando vacina contra o covid-19 distribuída pela china, porem observe que nem a capinha da seringa foi retirada, se ela não tomou porque eu tomaria? <URL>",1,pt
"ministra da austrália faz propaganda tomando vacina contra o covid- 19 distribuída pela china, porem observe que nem a capinha da seringa foi retirada, se ela não tomou porque eu tomaria?kkkkkkk a china se supera com seus apoiadores cada vez mais. kkkkkkkk é digno de pena. <URL>",1,pt
"ministra da austrália faz propaganda tomando a vacina contra a covid, distribuída pela china, porém não tomou, observem que nem a capinha protetora da seringa foi retirado.se ela não tomou, por que eu tomaria..? <URL>",1,pt
ministra da austrália faz propaganda tomando a vacina da praga chinesa distribuída pela china mas não tomou de verdade. repare que a capinha protetora da seringa não foi retirada. você é que vai se aventurar nessa? <URL>,1,pt
🌎the coronavirus mutates more slowly than the flu — which means a vaccine will likely be effective long-term - business insider*ht <USER>,1,en
"researchers have turned to protein synthesis, genetics and hybrid viruses to develop a #coronavirus vaccine.it is likely a mix of these approaches will be used to fight the virus.explainer by a professor. <URL>",1,en
via <USER> - when will a covid-19 vaccine be ready? the #usask <USER> is one of several institutions worldwide that have been given the green light to start working on a vaccine. <URL>,1,en
"president donald trump told pharmaceutical executives and public health officials in a white house meeting on monday that he wants a vaccine for the coronavirus covid-19 ready before november election.for the record, that would be impossible. <URL>",1,en
if you were wondering why a coronavirus vaccine isn't going to be ready until next summer (at the very earliest!) i put together a guide for <USER> about the science and economics of vaccine-making. <URL>,1,en
when will a coronavirus vaccine be ready? <URL>,1,en
ধূমপায়ীদের কি করোনাভাইরাস সংক্রমণের ঝুঁকি বেশি? <URL>,1,bn
"coronavirus death rate is lower than previously reported, study says, but it's still deadlier than seasonal flu<URL>",1,en
"não é “vacina” nem “salvou” 1.500 pessoas. é um antiviral que já tem um tempo e tá sendo testado, assim como várias outras medicações, pois atiram pra todos os lados nessas situações. povo faz tudo pelo clique. sem eficácia confirmada ainda. <URL>",1,pt
"o medicamento cubano é produzido desde 25 de janeiro na fábrica chinesa chang-heber, cubana, localizada na cidade de changchun, província de jilin.cuba anuncia que produz vacina contra o coronavírus que esta sendo usado na china e já curou 1.500 pessoas <URL>",1,pt
vem de cuba a esperança para o mundo! <URL>,1,pt
#vaipracuba <URL>,1,qme
"tratamento anti-viral vindo de cuba: certamente você, gado bolsominion, não precisa utilizar, pois financia o comunismo por lá e seria uma derrota para as ruas convicções!!! deixe somente nós, os esquerdelícias, com esse tratamento!!! <URL>",1,pt
#coronavirus universidad de oxford inicia pruebas de una vacuna en humanos <URL>,1,es
a science informou que uma das muitas vacinas em desenvolvimento contra o novo coronavírus foi capaz de imunizar macacos. confira no vídeo!<URL>,1,pt
en reino unido desarrollan otra vacuna para el coronavirus que ya se está probando con seres humanos. la universidad de oxford cree que tiene 80% de probabilidad de éxito <URL>,1,es
pesquisadores na suíça dizem que vão conseguir uma vacina contra o coronavírus até o fim do ano. #jornaldaband #bandjornalismo <URL>,1,pt
"vacina contra coronavírus é testada com sucesso em macacos, diz laboratório chinês<URL>",1,pt
comienzan a probar en humanos una vacuna experimental contra el coronavirus en reino unido <URL>,1,es
#coronavirus científicos chinos están participando en investigaciones sobre una posible vacuna💉 que podría ponerle fin a la pandemia del coronavirus y hasta prevenirla en un futuro #24abr <URL>,1,es
"o medicamento interfere na produção de material genético viral, impedindo a multiplicação do vírus, e se mostrou eficaz em pacientes graves do novo coronavírus. <URL>",1,pt
"boulos faz propaganda de 'vacina cubana' segundo o consenso dos cientistas até o momento, ainda não há vacina eficaz contra o novo coronavírus. o que boulos está fazendo tem um nome: irresponsabilidade. e grave. #covid_19<URL> <URL>",1,pt
.<USER> faz propaganda de 'vacina cubana'. <URL>,1,pt
boulos faz propaganda de ‘vacina cubana’ <URL>,1,pt
a vacina contra o coronavírus desenvolvida pela rússia se mostrou segura e eficaz nos testes iniciais. #jornaldaband #bandjornalismo <URL>,1,pt
how to conquer #coronavirus: top 35 treatments in development <URL> <URL>,1,en
cuba anuncia que já fabricou a vacina contra o coronavírus havana. <URL> via <USER> agora online,1,pt
أمريكا تكشف لقاح علاج فايروس كورونا 🌸 <URL>,1,ar
anuncia cuba que já fabricou a vacina contra o coronavirus . #cubavsbloqueo#eralulano1turno <URL> via <USER>,1,pt
"thank you obama, the year was 2016, scientists were close to a coronavirus vaccine, then the money dried up. <URL> so who tanked america?coronaebolah1n1h5n1 and h7n9oh yeah-obama",1,en
"new this morning, on the failure to fund epidemic prevention research: “it's tragic that we won't have a vaccine ready for this epidemic. practically speaking, we'll be fighting these outbreaks with one hand tied behind our backs."" <URL> <USER> <USER>",1,en
"“it’s tragic that we won't have a vaccine ready for this epidemic,"" ⁦<USER> wrote in prepared remarks he shared with nbc news. ""practically speaking, we'll be fighting these outbreaks with one hand tied behind our backs.""-⁦<USER> <URL>",1,en
<URL> the patent for the coronavirus 👍. from 2015,1,en
"신종코로나 바이러스,사스와 메르스와 동급? 자신과 가족을 지키는 대처법은?<URL>",1,ko
"""we have a pattern in our medical research landscape in which outbreaks lead to a surge in research investment, and if and when those outbreaks wane, as they invariably do, other priorities take their place..and the cycle starts over again."" <URL>",1,en
ricordate continui avvertimenti della eminente pandemia? usa brevetto coronavirus (brevetto # 10.130.701)23 lug 2015 - l'istituto pirbright <URL>,1,it
"cuba anuncia fabricação de vacina contra o coronavirus. bolsomions por coerência não deveriam tomar a vacina, já que odeiam tanto o comunismo.<URL>",1,pt
a vacina vem lá da revolução <URL>,1,pt
"#cuba’s anti-viral medicine, recombinant interferon alpha 2b (ifnrec), is now being used against #coronavirus in #china and #venezuela , as an immune system booster - <URL> <URL>",1,en
vacuna cubana contra el coronavirus. el presidente de cuba miguel díaz-canel destacó hoy el uso exitoso que el gobierno chino le ha dado al interferón alfa 2b’ (ifnrec) para combatir al nuevo coronavirus 2019.<URL>,1,es
anuncia cuba que ya fabricó vacuna contra el coronavirus la habana. <URL> vía <USER>,1,es
"""cuba anuncia q já fabricou vacina contra o coronavirus""( a direita pode nao sobreviver à ela ) <URL>",1,pt
cuba desenvolveu vacina contra o coronavirus. como será que o brasil de bolsonaro vai lidar com isso depois de expulsar os médicos cubanos?_____anuncia cuba que ya fabricó vacuna contra el coronavirus la habana. – colarebo <URL>,1,pt
"como eu gostaria de ver o trump e todo o mundo capitalista, ajoelhado, implorando a vacina para cuba, e retirando o bloqueio e indenizando o país pelos prejuízos causados.anuncia cuba que ya fabricó vacuna contra el coronavirus la habana. <URL> via <USER>",1,pt
vacina cubana contra coronavírus não existe: é boato! #coronavirus #cuba <URL>,1,pt
"as the #coronavirus rises from a regional crisis toward a global pandemic with thousands of people infected across more than 50 countries, scientists are racing to develop a vaccine to prevent the infection.#covid_19<URL>",1,en
"make vaccines much more quickly. sars-cov-2 vaccine, scientists convert virus’s rna → dna, select pieces of virus that computer simulations have suggested will prod the immune system into making antibodies. 2-3 years development time drops to 2-3 hours<URL>",1,en
#canli coronavırus salgınında aşı ilaç ve tedavi çalışmalarını prof.dr. murat akova değerlendiriyor <URL>,1,tr
"segundo agências internacionais, o laboratório secreto de pesquisa bioquímica, em israel, começou a testar uma vacina contra o novo coronavírus em ratos. o trabalho, que começou em fevereiro, teve um progresso significativo.<URL> #jornaldarecord #jr24h",1,pt
"boletim de fake news - 11/08, 19h novas- frança aprova aborto - <URL> vacina mrna altera dna - <URL> nova regra facebook amanhã - <URL> noiva traída surpreende - <URL>",1,pt
trump says caution over coronavirus vaccine is 'fake political rhetoric' <URL>,1,en
