text,label,lang
"#23Feb Las autoridades portuguesas han confirmado este domingo el primer caso de un nacional infectado con coronavirus, un hombre de 41 años que trabaja como tripulante en el crucero Diamond Princess, amarrado al sur de Tokio. #TVV #TVVNoticias https://t.co/kDNoDUOSXC",misinformation,es
"Las autoridades portuguesas han confirmado este domingo el primer caso de un nacional infectado con coronavirus, un hombre de 41 años que trabaja como tripulante en el crucero Diamond Princess, amarrado al sur de Tokio

https://t.co/3mJZGbsY1n",misinformation,es
"Confirmado o primeiro caso de um português infectado com o coronavirus.

O Correio da Manhã: https://t.co/FKAMKgdMo0",misinformation,pt
"O Ministério da Saúde confirmou nesta terça-feira (28) o primeiro caso suspeito do novo coronavírus chinês, provisoriamente chamado de 2019-nCoV, na cidade de Belo Horizonte, em Minas Gerais

https://t.co/dlaVgrigyd",misinformation,pt
Corona vírus confirmado no Brasil #coronaravirus https://t.co/bLG3Nqsflm,misinformation,pt
CDC confirms first case of coronavirus that spread within US https://t.co/7gJFtctQkJ https://t.co/3qFpqvm3Js,misinformation,en
"Ministra Austrália faz propaganda tomando vacina contra o Covid-19 distribuída pela China, porem observe que nem a capinha da seringa foi retirada, se ela não tomou porque eu tomaria? https://t.co/Rbg5VhW5ZF",misinformation,pt
"Ministra da Austrália faz propaganda tomando vacina contra o covid- 19 distribuída pela China, porem observe que nem a capinha da seringa foi retirada, se ela não tomou porque eu tomaria?
Kkkkkkk a China se supera com seus apoiadores cada vez mais. Kkkkkkkk é digno de pena. https://t.co/wH6GzKCmgU",misinformation,pt
"Ministra da Austrália faz propaganda tomando a vacina contra a covid, distribuída pela China, porém não tomou, observem que nem a capinha protetora da seringa foi retirado.
Se ela não tomou, por que eu tomaria..? https://t.co/0VrcPMVUcP",misinformation,pt
"Não é “vacina” nem “salvou” 1.500 pessoas. É um antiviral que já tem um tempo e tá sendo testado, assim  como várias outras medicações, pois atiram pra todos os lados nessas situações. Povo faz tudo pelo clique. Sem eficácia confirmada ainda.  https://t.co/WOopbiV1DI",misinformation,pt
"O medicamento cubano é produzido desde 25 de janeiro na fábrica chinesa Chang-Heber, cubana, localizada na cidade de Changchun, província de Jilin.

Cuba anuncia que produz vacina contra o coronavírus que esta sendo usado na China e já curou 1.500 pessoas https://t.co/U4AsxAD2zs",misinformation,pt
"Vem de Cuba a esperança para o mundo! 
https://t.co/luS1KJOViL",misinformation,pt
#vaipracuba  https://t.co/Vv5QKBfDPA,misinformation,qme
"Tratamento anti-viral vindo de Cuba: certamente você, gado bolsominion, não precisa utilizar, pois financia o comunismo por lá e seria uma derrota para as ruas convicções!!! Deixe somente nós, os esquerdelícias, com esse tratamento!!! https://t.co/WeyNRxDIBE",misinformation,pt
"Não é “vacina” nem “salvou” 1.500 pessoas. É um antiviral que já tem um tempo e tá sendo testado, assim  como várias outras medicações, pois atiram pra todos os lados nessas situações. Povo faz tudo pelo clique. Sem eficácia confirmada ainda.  https://t.co/WOopbiV1DI",misinformation,pt
"O medicamento cubano é produzido desde 25 de janeiro na fábrica chinesa Chang-Heber, cubana, localizada na cidade de Changchun, província de Jilin.

Cuba anuncia que produz vacina contra o coronavírus que esta sendo usado na China e já curou 1.500 pessoas https://t.co/U4AsxAD2zs",misinformation,pt
"Vem de Cuba a esperança para o mundo! 
https://t.co/luS1KJOViL",misinformation,pt
#vaipracuba  https://t.co/Vv5QKBfDPA,misinformation,qme
"Tratamento anti-viral vindo de Cuba: certamente você, gado bolsominion, não precisa utilizar, pois financia o comunismo por lá e seria uma derrota para as ruas convicções!!! Deixe somente nós, os esquerdelícias, com esse tratamento!!! https://t.co/WeyNRxDIBE",misinformation,pt
"Boulos faz propaganda de 'vacina cubana' 

Segundo o consenso dos cientistas até o momento, ainda não há vacina eficaz contra o novo coronavírus. 

O que Boulos está fazendo tem um nome: irresponsabilidade. E grave.

 #Covid_19

https://t.co/CpBTvMxrl0 https://t.co/a7uEbRjJQN",misinformation,pt
.@GuilhermeBoulos faz propaganda de 'vacina cubana'. https://t.co/AZbnTwqElF,misinformation,pt
Boulos faz propaganda de ‘vacina cubana’ https://t.co/Cqq3aiFL2M,misinformation,pt
Boulos faz propaganda de ‘vacina cubana’ https://t.co/pds1PngkNV,misinformation,pt
"Anuncia Cuba que já fabricou a vacina contra o coronavirus . #CubaVsBloqueo
#EraLulaNo1Turno https://t.co/fVdKrebVV1 via @colarebo1",misinformation,pt
"Não é “vacina” nem “salvou” 1.500 pessoas. É um antiviral que já tem um tempo e tá sendo testado, assim  como várias outras medicações, pois atiram pra todos os lados nessas situações. Povo faz tudo pelo clique. Sem eficácia confirmada ainda.  https://t.co/WOopbiV1DI",misinformation,pt
"O medicamento cubano é produzido desde 25 de janeiro na fábrica chinesa Chang-Heber, cubana, localizada na cidade de Changchun, província de Jilin.

Cuba anuncia que produz vacina contra o coronavírus que esta sendo usado na China e já curou 1.500 pessoas https://t.co/U4AsxAD2zs",misinformation,pt
"Vem de Cuba a esperança para o mundo! 
https://t.co/luS1KJOViL",misinformation,pt
#vaipracuba  https://t.co/Vv5QKBfDPA,misinformation,qme
"Tratamento anti-viral vindo de Cuba: certamente você, gado bolsominion, não precisa utilizar, pois financia o comunismo por lá e seria uma derrota para as ruas convicções!!! Deixe somente nós, os esquerdelícias, com esse tratamento!!! https://t.co/WeyNRxDIBE",misinformation,pt
"#Cuba’s anti-viral medicine, Recombinant Interferon Alpha 2B (IFNrec), is now being used against #coronavirus in #China and #Venezuela , as an immune system booster - https://t.co/Z6iDZo5X1A https://t.co/B3uBkP6nxU",misinformation,en
"Não é “vacina” nem “salvou” 1.500 pessoas. É um antiviral que já tem um tempo e tá sendo testado, assim  como várias outras medicações, pois atiram pra todos os lados nessas situações. Povo faz tudo pelo clique. Sem eficácia confirmada ainda.  https://t.co/WOopbiV1DI",misinformation,pt
"O medicamento cubano é produzido desde 25 de janeiro na fábrica chinesa Chang-Heber, cubana, localizada na cidade de Changchun, província de Jilin.

Cuba anuncia que produz vacina contra o coronavírus que esta sendo usado na China e já curou 1.500 pessoas https://t.co/U4AsxAD2zs",misinformation,pt
"Vem de Cuba a esperança para o mundo! 
https://t.co/luS1KJOViL",misinformation,pt
#vaipracuba  https://t.co/Vv5QKBfDPA,misinformation,qme
"Tratamento anti-viral vindo de Cuba: certamente você, gado bolsominion, não precisa utilizar, pois financia o comunismo por lá e seria uma derrota para as ruas convicções!!! Deixe somente nós, os esquerdelícias, com esse tratamento!!! https://t.co/WeyNRxDIBE",misinformation,pt
#CANLI Coronavırus salgınında Aşı ilaç ve tedavi çalışmalarını Prof.Dr. Murat Akova değerlendiriyor https://t.co/BkECAIE7Fq,misinformation,tr
"Não é “vacina” nem “salvou” 1.500 pessoas. É um antiviral que já tem um tempo e tá sendo testado, assim  como várias outras medicações, pois atiram pra todos os lados nessas situações. Povo faz tudo pelo clique. Sem eficácia confirmada ainda.  https://t.co/WOopbiV1DI",misinformation,pt
"O medicamento cubano é produzido desde 25 de janeiro na fábrica chinesa Chang-Heber, cubana, localizada na cidade de Changchun, província de Jilin.

Cuba anuncia que produz vacina contra o coronavírus que esta sendo usado na China e já curou 1.500 pessoas https://t.co/U4AsxAD2zs",misinformation,pt
"Vem de Cuba a esperança para o mundo! 
https://t.co/luS1KJOViL",misinformation,pt
#vaipracuba  https://t.co/Vv5QKBfDPA,misinformation,qme
"Tratamento anti-viral vindo de Cuba: certamente você, gado bolsominion, não precisa utilizar, pois financia o comunismo por lá e seria uma derrota para as ruas convicções!!! Deixe somente nós, os esquerdelícias, com esse tratamento!!! https://t.co/WeyNRxDIBE",misinformation,pt
"Boletim de fake news - 11/08, 19h 
Novas
- França aprova aborto - https://t.co/J2iM8S34Rw
- Vacina mRNA altera DNA - https://t.co/5huGkTGWA4
- Nova regra Facebook amanhã - https://t.co/vmelIEqLi5
- Noiva traída surpreende - https://t.co/kWAcyuyZlH",misinformation,pt
"کورونا ویکسین کے ٹرائل میں رضاکار کی ہلاکت افواہ قرار
#ARYNewsUrdu

https://t.co/yrekUOnVHi",misinformation,ur
First volunteer in UK coronavirus vaccine trial has died https://t.co/cNuJFEGnfs,misinformation,en
First volunteer in UK coronavirus vaccine trial has died https://t.co/2vywVrOg7R,misinformation,en
"If you’ve seen claims today that the first UK volunteer to test a coronavirus vaccine has died, this is FAKE NEWS. 

https://t.co/yk72QklXA9",misinformation,en
Claim: An online news website called News NT claimed that the first volunteer for a human trial of the corona virus vaccine in the United Kingdom has died. The rumour started spreading on social media platforms since then. The article claimed that Elisa … https://t.co/2CFph6seEX,misinformation,en
"Foto de uma família turca acabada de chegar à Alemanha, há 50 anos.
De camisola amarela está Uğur Şahin, agora um famoso médico e imunologista alemão, director da empresa BioNTech que produziu a vacina contra o coronavírus. https://t.co/M3HRByjelj",misinformation,pt
"Estados Unidos 🇺🇸
Washington Post confirma origen del paciente cero del coronavirus: era empleado del laboratorio de virología de la ciudad china de Wuhan. El Covid-19 se originó en el laboratorio del Instituto de Virología de Wuhan como parte de un programa de arma biológica. https://t.co/dVTXDGdTpd",misinformation,es
ÚLTIMO MINUTO: Washington Post confirma a origem do paciente zero do coronavírus https://t.co/KwaIulwyF1 #Noticia,misinformation,pt
"Washington Post confirma origen del paciente cero del coronavirus, era empleado de un laboratorio de virología en Wuhan: El COVID-19 se originó en el laboratorio del Instituto de Virología de Wuhan y el régimen Chino destruyó hizo de todo para ocultarlo https://t.co/iX8KomCrii",misinformation,es
Washington Post: confirma origen del paciente cero del coronavirus: era empleado del famoso laboratorio de virología de la ciudad china de Wuhan https://t.co/HyntCyHdWz,misinformation,es
"EXCLUSIVE

In a shocking claim the President of Madagascar has said that the WHO offered $20m bribe to poison COVID-19 cure. The herbal remedy called COVID-19 Organics made from Artemisia can cure #Coronavirus patients within ten days said the President.
https://t.co/qAadLRieqm",misinformation,en
"EXCLUSIVE

In a shocking claim the President of Madagascar has said that the WHO offered $20m bribe to poison COVID-19 cure. The herbal remedy called COVID-19 Organics made from Artemisia can cure #Coronavirus patients within ten days said the President.
https://t.co/qAadLRieqm",misinformation,en
"President of Madagascar has accused WHO of a plot to poison COVID-19 Organics, the local African ‘cure’ for #Coronavirus. He claims WHO offered $20 million bribe to poison their medicine, Tanzania Perspective reported on front-page of its 14th May edition
https://t.co/qAadLRieqm",misinformation,en
"MUST READ

In a shocking claim the President of Madagascar has said that the WHO offered $20m bribe to poison COVID-19 cure. The herbal remedy called COVID-19 Organics made from Artemisia can cure #Coronavirus patients within ten days said the President.
https://t.co/qAadLRieqm",misinformation,en
"EXCLUSIVE

In a shocking claim the President of Madagascar has said that the WHO offered $20m bribe to poison COVID-19 cure. The herbal remedy called COVID-19 Organics made from Artemisia can cure #Coronavirus patients within ten days said the President.
https://t.co/qAadLRieqm",misinformation,en
"In a shocking development President of Madagascar made a sensational claim that #WHO offered $20m bribe to poison COVID-19 cure. The herbal remedy called COVID-19 Organics made from Artemisia can cure #Coronavirus patients in 10 days said the President.
https://t.co/qAadLRieqm",misinformation,en
"In a shocking development President of Madagascar has made a sensational claim that WHO offered $20m bribe to poison COVID-19 cure. The herbal remedy COVID-19 Organics made from Artemisia can cure #Coronavirus patients within 10 days said the President.
https://t.co/qAadLRieqm",misinformation,en
"The herbal remedy COVID-19 Organics made from Artemisia can cure #Coronavirus patients within 10 days said the President. He also raised the question that if it was a European country that had actually discovered this remedy, would there be so much doubt?
https://t.co/qAadLRieqm",misinformation,en
"EXCLUSIVE

In a shocking claim the President of Madagascar has said that the WHO offered $20m bribe to poison COVID-19 cure. The herbal remedy called COVID-19 Organics made from Artemisia can cure #Coronavirus patients within ten days said the President.
https://t.co/qAadLRieqm",misinformation,en
"El presidente de Madagascar, Andry Rajoelina, afirma que la OMS ofreció un soborno de 20 millones de dólares para agregar toxinas en la ""cura"" local africana hecha de artemisia. Tercer país africano que expulsa a miembros de la OMS tras Tanzania y Burundi. https://t.co/4daXKcTUA8",misinformation,es
"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for… https://t.co/AltnMquH2O",misinformation,en
"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for… https://t.co/AltnMquH2O",misinformation,en
"We have facts, resources, and links for learning about COVID-19, compiled by #UMN librarians in the health sciences. Remember: You can prevent infection by handwashing and avoiding close contact with people who are sick. #AMatterOfFacts @PublicHealthUMN https://t.co/5xvaqxLPGC",misinformation,en
"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for… https://t.co/AltnMquH2O",misinformation,en
"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for… https://t.co/AltnMquH2O",misinformation,en
"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for… https://t.co/AltnMquH2O",misinformation,en
"COVID-19 is the new official name for the virus, guess it stands for ""China's Original Virus Internationally Distributed in 2019"" or something like that https://t.co/cW1EzpDu5S",misinformation,en
"NO AR. Covid-19 não quer dizer ‘Certificado Internacional de Vacinação com Inteligência Artificial’. https://t.co/WoUB9QD789

#coronavirusfacts https://t.co/czyA9h00za",misinformation,pt
"#FALSO ❌ COVID-19 NO significa Certificado de Identificación de Vacunación con Inteligencia Artificial 🙄

Nuevo episodio de chequeos conspiranoides en @Colcheck para que usted #NoComaCuento🕵️‍♂️ 
https://t.co/zEXmgf0nLc",misinformation,es
"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for… https://t.co/AltnMquH2O",misinformation,en
"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for… https://t.co/AltnMquH2O",misinformation,en
"We have facts, resources, and links for learning about COVID-19, compiled by #UMN librarians in the health sciences. Remember: You can prevent infection by handwashing and avoiding close contact with people who are sick. #AMatterOfFacts @PublicHealthUMN https://t.co/5xvaqxLPGC",misinformation,en
"We have facts, resources, and links for learning about COVID-19, compiled by #UMN librarians in the health sciences. Remember: You can prevent infection by handwashing and avoiding close contact with people who are sick. #AMatterOfFacts @PublicHealthUMN https://t.co/5xvaqxLPGC",misinformation,en
"Criticising the ""pseudoscience"" of ""let it rip merchants"" calling for herd immunity, @CMOIreland said many of the young people who would pick up #Covid19 in such a plan are essential health workers | https://t.co/a2PV4SZqL2 https://t.co/v3whYqSgGb",misinformation,en
"At least 759 people under the age of 50, including some with no preexisting conditions, have reportedly died in the U.S. https://t.co/vFOhA8d22u",misinformation,en
"#TrumpLiedPeopleDied At least 759 people under the age of 50, including some with no preexisting conditions, have reportedly died in the U.S. from the novel coronavirus. https://t.co/t40Yr4u6F4",misinformation,en
Excess Deaths From Pandemic Higher Than Official Numbers https://t.co/VUrqoRSmzO #covid19 #publichealth https://t.co/Q1KlMUCxTE,misinformation,en
"At least 759 people under the age of 50, including some with no preexisting conditions, have reportedly died in the U.S. from the novel coronavirus. https://t.co/qzeUFkmAf8",misinformation,en
"Empty restaurants. Abandoned playgrounds. Schools shuttered for weeks.

If the United States experiences sustained spread of the coronavirus, the daily lives of Americans could look significantly different from today. https://t.co/e5oMhsQzqw",misinformation,en
"#Coronavirus : les Barcelonais appelés à « rester chez eux ». Deuxième ville espagnole, très prisée des touristes internationaux, Barcelone fait face depuis quelques jours à un bond des cas de Covid-19 https://t.co/X6dtRywX2L via @lemondefr",misinformation,fr
"We have facts, resources, and links for learning about COVID-19, compiled by #UMN librarians in the health sciences. Remember: You can prevent infection by handwashing and avoiding close contact with people who are sick. #AMatterOfFacts @PublicHealthUMN https://t.co/5xvaqxLPGC",misinformation,en
President of the Intensive Care Society of Ireland Dr Catherine Motherway says the recent increase in Covid-19 hospitalisations is “beginning to worry us all” and urges people to try and comply with the public health guidance | More: https://t.co/MOZFolbsQq https://t.co/NF9wJVScM4,misinformation,en
"Trump says: “If you look at children, children are almost -- I would almost say definitely -- but almost immune from this disease.” This study, published in a CDC journal, says the opposite, as have Fauci, Adams and others 
https://t.co/DiQINa9x2D",misinformation,en
"We have facts, resources, and links for learning about COVID-19, compiled by #UMN librarians in the health sciences. Remember: You can prevent infection by handwashing and avoiding close contact with people who are sick. #AMatterOfFacts @PublicHealthUMN https://t.co/5xvaqxLPGC",misinformation,en
"Hate to say this as I have long respected/admired the CDC for the excellence of their work, but don't take this at face value.  Trump has tainted the organization. I'm checking their statics against those posted on other sites I trust. https://t.co/S3r54kCDMt",misinformation,en
"We have facts, resources, and links for learning about COVID-19, compiled by #UMN librarians in the health sciences. Remember: You can prevent infection by handwashing and avoiding close contact with people who are sick. #AMatterOfFacts @PublicHealthUMN https://t.co/5xvaqxLPGC",misinformation,en
#Coronavirus: 140 mil casos y 5 mil muertos en todo el mundo https://t.co/SZXOQFYr3S https://t.co/Aqbp8Lo0ce,misinformation,es
"Ya hay más de 5 millones de infectados por coronavirus en el mundo. En América Latina se registran más casos que en EE.UU. y Europa. Los nuevos casos se concentran, principalmente, en Brasil.

https://t.co/UJWyl1Hd8P https://t.co/LnTVrTJ2Ok",misinformation,es
"No mundo, há 132 mil casos de coronavírus confirmados, com mais de 5 mil mortes até o momento
https://t.co/W19Lb3RF9p",misinformation,pt
"▶ Ya suman 132 mil casos confirmados en el mundo por #coronavirus; en México ya hay 26 y 344 sospechosos.

Más al respecto con @elisaalanis en #Milenio20h

📺 #ElisaEnMILENIO https://t.co/TtO70Uktir",misinformation,es
"Coronavírus: quase 12 mil infectados na China
https://t.co/m7qSCHHA4W",misinformation,pt
"Coronavirus: ya hay más de 5 mil muertos en todo el mundo 
China, Italia e Irán son los países más afectados, pero hay casos en 121 naciones y la cifra de contagios supera los 134 mil
https://t.co/cBhDlsLECb",misinformation,es
"Muertos por #coronavirus ascienden a 360 y ya son más de 16.000 infectados
https://t.co/wcy5ouXZtX",misinformation,es
"La pandémie du nouveau coronavirus a fait au moins 328.220 morts dans le monde depuis son apparition en décembre en Chine, selon un bilan établi par l'AFP à partir de sources officielles aujourd'hui à 13 heures #AFP https://t.co/dG6be1BbV9",misinformation,fr
"Коронавірус: ще одна країна Європи зафіксувала мільйон заражень
https://t.co/UfGXFwOCLC https://t.co/Q39xD6vJ15",misinformation,uk
"The American Hospital Association is projecting the #coronavirus to have a 2-month peak with 96 million Americans becoming infected, 4.8 million requiring hospitalization, and 480,000 deaths.

Frankly, a 0.5% death rate seems wildly optimistic.

https://t.co/vOJBbQwe7H",misinformation,en
"Camila Pitanga volta à internet e choca os fãs ao revelar que após realizar tratamento com Cloroquina, descobriu erros nos laudos médicos, que apontavam Covid-19 ao invés de Malária. https://t.co/H1Hbz7bTgP",misinformation,pt
"What is the #coronavirus originated from #China and why is it worrying?

Source: SCMP Video https://t.co/vIHqT204tI",misinformation,en
"চীনে করোনাভাইরাস: উৎপত্তি কোথায়, কতো দ্রুত ছড়াতে পারে এবং কেন এতো প্রাণঘাতী https://t.co/HqRISgtw5A",misinformation,bn
"vaya vaya,resulta que en #Wuhan la ciudad donde comenzó el coronavirus China tiene dos laboratorios donde se cree que maneja armas biológicas,uno de esos laboratorios está a 20 millas del mercado de mariscos y pescados donde se cree que empezó la enfermedad https://t.co/CKWdGMMjnG",misinformation,es
"Hoaxes and conspiracy theories about the coronavirus that originated in Wuhan, China are spreading as fast as the illness itself https://t.co/dX0BAc73O6 https://t.co/FEvuBhnDAR",misinformation,en
U.S. intelligence agencies are assessing whether the coronavirus that has caused a global pandemic escaped from a Chinese biological laboratory in Wuhan https://t.co/Vr9GVZr93h,misinformation,en
"CNN’s @drsanjaygupta discusses the new deadly strain of coronavirus that originated in Wuhan, China. More than 1,400 people have been infected across the world, the vast majority in mainland China, where dozens have died. https://t.co/tvNmB5kTX6 https://t.co/NVkUEy4mDH",misinformation,en
Cronología de la expansión del nuevo coronavirus descubierto en China https://t.co/Ok4xQkJhDa,misinformation,es
U.S. intelligence agencies are assessing whether the coronavirus that has caused a global pandemic escaped from a Chinese biological laboratory in Wuhan https://t.co/G1T75NcCph,misinformation,en
"Tick tock. The evidence of China's cover up more and more revealed...

Sources believe coronavirus originated in Wuhan lab as part of China's efforts to compete with US

https://t.co/NJZ0zJNSGr",misinformation,en
"Coronavirus: The deadly epidemic that originated in Wuhan, China

https://t.co/cPT8nWDtND",misinformation,en
"La epidemia mortal del #coronavirus que se propaga a nivel mundial puede haberse originado en un laboratorio de €Wuhan vinculado al programa encubierto de armas biológicas de #China , según un experto israelí en guerra biológica.
#CoronavirusOutbreak
 https://t.co/jCPYHT3RYk https://t.co/kob8cWWnY8",misinformation,es
"#coronavirus

Thread: Virus-hit #Wuhan has 2 laboratories linked to #Chinese bio-warfare program

#coronavirus maybe originated in a Wuhan laboratory linked to #China’s covert biological weapons program, says an #Israeli biological warfare expert 😲😲😲

https://t.co/0zKnoPRiKj",misinformation,en
"BREAKING: The deadly Novel #coronavirus epidemic spreading globally may have originated in a #Wuhan laboratory linked to China’s covert biological weapons program, according to Israeli biological warfare expert. Wuhan has two bio-labs linked to military.
https://t.co/rGYiOoFHst",misinformation,en
"«بازار فروش حیوانات»  به عنوان مبدأ ویروس دیگر ثبات ندارد. حالا انستیتو ویرولوژی ووهان(Wuhan Institute for virology, WIV) در نزدیکی این بازار به عنوان سرچشمه ویروس کرونا در کانون توجه پژوهشگران قرار گرفته است
#IranTruth #ChineseVirus #IslamicRepublicVirus 
https://t.co/pnTebZUJsH",misinformation,fa
Wabah Virus Corona yang baru-baru ini terjadi membuat Kota Wuhan di China dianggap jadi sumber penyebaran virus - #Travel https://t.co/Cf7Z0LVsLu,misinformation,in
"«بازار فروش حیوانات»  به عنوان مبدأ ویروس دیگر ثبات ندارد. حالا انستیتو ویرولوژی ووهان(Wuhan Institute for virology, WIV) در نزدیکی این بازار به عنوان سرچشمه ویروس کرونا در کانون توجه پژوهشگران قرار گرفته است.
#IranTruth #ChineseVirus #IslamicRepublicVirus
https://t.co/i3pETpNhC0",misinformation,fa
The Wuhan coronavirus is believed to have originated from a market that sold wild animal https://t.co/dGEvikqh37,misinformation,en
"Cette coïncidence est troublante. C'est à #Wuhan que se trouve le principal centre chinois de recherche sur les virus les plus dangereux.
#coronavirus https://t.co/mvsWKJ58PI",misinformation,fr
"Китай має відповісти, звідки взявся коронавірус, - Помпео https://t.co/bbKyWMlqvq",misinformation,uk
"চীনে করোনাভাইরাস: উৎপত্তি কোথায়, কতো দ্রুত ছড়াতে পারে এবং কেন এতো প্রাণঘাতী https://t.co/HqRISgtw5A",misinformation,bn
"Coronavirus: The deadly epidemic that originated in Wuhan, China

https://t.co/cPT8nWDtND",misinformation,en
"Números del #coronavirus en #China hasta el momento: 

-26 personas fallecidas
-887 infectados
-13 ciudades asiladas
-40 millones de personas confinadas
-1 caso confirmado y otro por confirmar en Estados Unidos
-7 casos sospechosos en México, ninguno confirmado

RJ https://t.co/iESfeTcIxd",misinformation,es
