cleaned_text_ib,label,lang
"harus bacadalam klaim yang mengejutkan, presiden madagaskar mengatakan bahwa who menawarkan suap $ 20 juta untuk meracuni obat covid-19. obat herbal bernama covid-19 organics berbahan artemisia ini bisa menyembuhkan pasien #coronavirus dalam waktu sepuluh hari, kata presiden.<links>",1,en
"dalam perkembangan yang mengejutkan, presiden madagaskar membuat klaim sensasional bahwa #who menawarkan suap $20 juta untuk meracuni obat covid-19. obat herbal bernama covid-19 organics berbahan artemisia ini bisa menyembuhkan pasien #coronavirus dalam 10 hari, kata presiden.<links>",1,en
"dalam perkembangan yang mengejutkan, presiden madagaskar telah membuat klaim sensasional bahwa who menawarkan suap $ 20 juta untuk meracuni obat covid-19. obat herbal covid-19 organics berbahan artemisia ini bisa menyembuhkan pasien #coronavirus dalam waktu 10 hari, kata presiden.<links>",1,en
"obat herbal covid-19 organics berbahan artemisia ini bisa menyembuhkan pasien #coronavirus dalam waktu 10 hari, kata presiden. dia juga mengajukan pertanyaan bahwa jika negara eropa yang benar-benar menemukan obat ini, apakah akan ada banyak keraguan?<links>",1,en
"presiden madagaskar andry rajoelina mengklaim bahwa who menawarkan suap $ 20 juta untuk menambahkan racun ke ""obat"" lokal afrika yang terbuat dari mugwort. negara afrika ketiga yang mengusir anggota who setelah tanzania dan burundi. <links>",1,es
"#covid-19 berarti sertifikat identitas vaksinasi dengan 19, 1 = a dan 9 = i untuk ai = artificial intelligence. itu bukan nama virusnya tetapi nama rencana internasional untuk pengendalian dan pengurangan populasi, yang telah dikembangkan untuk <links>",1,en
"kami memiliki fakta, sumber, dan tautan untuk belajar tentang covid-19, yang disusun oleh pustakawan #umn di bidang ilmu kesehatan. ingat: anda dapat mencegah infeksi dengan mencuci tangan dan menghindari kontak dekat dengan orang yang sakit. #amatteroffacts <user> <links>",1,en
"covid-19 adalah nama resmi baru untuk virus tersebut, tebak itu singkatan dari ""virus asli china yang didistribusikan secara internasional pada 2019"" atau semacamnya <links>",1,en
di atas udara. covid-19 tidak berarti 'sertifikat vaksinasi internasional dengan kecerdasan buatan'. <links> <links>,1,pt
#salah covid-19 bukan berarti sertifikat identifikasi vaksinasi dengan kecerdasan buatanepisode baru pemeriksaan konspirasi di <user> untuk anda #nocomacuento<links>,1,es
"mengkritik ""sains semu"" dari ""biarkan merobek pedagang"" yang menyerukan kekebalan kawanan, <user> mengatakan banyak anak muda yang akan mengambil #covid19 dalam rencana semacam itu adalah petugas kesehatan yang penting <links> <links>",1,en
"setidaknya 759 orang di bawah usia 50 tahun, termasuk beberapa tanpa kondisi yang sudah ada sebelumnya, dilaporkan meninggal di as <links>",1,en
"#trumpliedpeopledied setidaknya 759 orang di bawah usia 50 tahun, termasuk beberapa tanpa kondisi yang sudah ada sebelumnya, dilaporkan meninggal di as akibat virus corona baru. <links>",1,en
kelebihan kematian akibat pandemi lebih tinggi dari angka resmi <links> #covid19 #publichealth <links>,1,en
"setidaknya 759 orang di bawah usia 50 tahun, termasuk beberapa yang tidak memiliki kondisi yang sudah ada sebelumnya, dilaporkan meninggal di as akibat virus corona baru. <links>",1,en
"restoran kosong. taman bermain yang terbengkalai. sekolah diliburkan selama berminggu-minggu.jika amerika serikat mengalami penyebaran virus corona yang berkelanjutan, kehidupan sehari-hari orang amerika bisa terlihat sangat berbeda dari hari ini. <links>",1,en
"#coronavirus: penduduk barcelona dihimbau untuk ""tinggal di rumah"". kota kedua di spanyol, sangat populer di kalangan turis internasional, barcelona menghadapi lonjakan kasus covid-19 selama beberapa hari terakhir <links> via <user>",1,fr
"presiden masyarakat perawatan intensif irlandia dr catherine motherway mengatakan peningkatan rawat inap covid-19 baru-baru ini ""mulai mengkhawatirkan kita semua"" dan mendesak orang untuk mencoba dan mematuhi pedoman kesehatan masyarakat lebih lanjut: <links> <links>",1,en
"trump mengatakan: ""jika anda melihat anak-anak, anak-anak hampir -- saya hampir mengatakan dengan pasti -- tetapi hampir kebal dari penyakit ini."" studi ini, yang diterbitkan dalam jurnal cdc, mengatakan sebaliknya, seperti halnya fauci, adams, dan lainnya<links>",1,en
"benci untuk mengatakan ini karena saya telah lama menghormati / mengagumi cdc untuk keunggulan pekerjaan mereka, tetapi jangan menganggap ini sebagai nilai nominal. trump telah mencemari organisasi. saya memeriksa statika mereka terhadap yang diposting di situs lain yang saya percaya. <links>",1,en
#coronavirus: 140.000 kasus dan 5.000 kematian di seluruh dunia <links> <links>,1,es
sudah ada lebih dari 5 juta orang terinfeksi virus corona di dunia. lebih banyak kasus tercatat di amerika latin daripada di as dan eropa. kasus-kasus baru terutama terkonsentrasi di brasil.<links> <links>,1,es
"di seluruh dunia, ada 132.000 kasus virus corona yang dikonfirmasi, dengan lebih dari 5.000 kematian sejauh ini.<links>",1,pt
sudah ada 132 ribu kasus terkonfirmasi di dunia oleh #coronavirus; di meksiko sudah ada 26 dan 344 tersangka.selengkapnya dengan <user> di #milenio20h#elisaenmilenio <links>,1,es
coronavirus: hampir 12 ribu terinfeksi di china<links>,1,pt
"coronavirus: sudah ada lebih dari 5 ribu kematian di seluruh duniacina, italia, dan iran adalah negara yang paling terpengaruh, tetapi ada kasus di 121 negara dan jumlah infeksi melebihi 134 ribu.<links>",1,es
kematian akibat #coronavirus naik menjadi 360 dan sudah ada lebih dari 16.000 yang terinfeksi<links>,1,es
"pandemi virus corona baru telah menewaskan sedikitnya 328.220 orang di seluruh dunia sejak kemunculannya pada desember di china, menurut laporan yang dikumpulkan afp dari sumber resmi hari ini pukul 1 siang #afp <links> /dg6be1bbv9",1,fr
virus corona: satu negara lagi di eropa mencatat sejuta infeksi<links> <links>,1,uk
"asosiasi rumah sakit amerika memproyeksikan #coronavirus memiliki puncak 2 bulan dengan 96 juta orang amerika terinfeksi, 4,8 juta membutuhkan rawat inap, dan 480.000 kematian.terus terang, tingkat kematian 0,5% tampaknya sangat optimis.<links>",1,en
"camila pitanga kembali ke internet dan mengejutkan penggemar dengan mengungkapkan bahwa setelah menjalani perawatan dengan chloroquine, ia menemukan kesalahan dalam laporan medis, yang menunjuk ke covid-19, bukan malaria. <links>",1,pt
apa #coronavirus berasal dari #china dan mengapa mengkhawatirkan?sumber: video scmp <links>,1,en
"coronavirus di tiongkok: dari mana asalnya, seberapa cepat penyebarannya, dan mengapa sangat mematikan <links>",1,bn
"wow wow ternyata di #wuhan kota asal virus corona china punya dua laboratorium yang dipercaya menangani senjata biologis, salah satunya laboratorium itu berjarak 20 mil dari pasar makanan laut dan ikan tempat penyakit itu diyakini bermula <links>",1,es
"hoax dan teori konspirasi tentang virus corona yang berasal dari wuhan, china menyebar secepat penyakit itu sendiri <links> <links>",1,en
badan intelijen as sedang menilai apakah virus corona yang telah menyebabkan pandemi global lolos dari laboratorium biologi china di wuhan <links>,1,en
"<user> cnn membahas jenis virus corona baru yang mematikan yang berasal dari wuhan, cina. lebih dari 1.400 orang telah terinfeksi di seluruh dunia, sebagian besar di china daratan, di mana puluhan orang telah meninggal. <links> <links>",1,en
kronologis perluasan virus corona baru ditemukan di china <links>,1,es
badan intelijen as sedang menilai apakah virus corona yang telah menyebabkan pandemi global lolos dari laboratorium biologi china di wuhan <links>,1,en
tik tok. bukti-bukti dari china yang ditutup-tutupi semakin terungkap...sumber percaya coronavirus berasal dari lab wuhan sebagai bagian dari upaya china untuk bersaing dengan as<links>,1,en
"coronavirus: epidemi mematikan yang berasal dari wuhan, cina<links>",1,en
"epidemi #coronavirus mematikan yang menyebar secara global mungkin berasal dari lab wuhan yang terkait dengan program bioweapon rahasia #china, menurut seorang ahli perang biologis israel.#wabah virus corona <links> <links>",1,es
"#virus coronathread: #wuhan yang terkena virus memiliki 2 laboratorium yang terhubung dengan program bio-warfare #china#coronavirus mungkin berasal dari laboratorium wuhan yang terkait dengan program senjata biologis rahasia #china, kata seorang ahli perang biologis #israel<links>",1,en
"breaking: epidemi #coronavirus novel mematikan yang menyebar secara global mungkin berasal dari laboratorium #wuhan yang terkait dengan program senjata biologis rahasia china, menurut pakar perang biologis israel. wuhan memiliki dua laboratorium bio yang terkait dengan militer.<links>",1,en
"""pasar hewan"" sebagai sumber virus tidak lagi stabil. kini, wuhan institute for virology (wiv) di dekat pasar ini menjadi fokus para peneliti sebagai sumber virus corona.#irantruth #chinesevirus #islamicrepublicvirus<links>",1,fa
wabah virus corona yang baru-baru ini terjadi membuat kota wuhan di china dianggap jadi sumber penyebaran virus - #travel <links>,1,in
"""pasar hewan"" sebagai sumber virus tidak lagi stabil. kini, wuhan institute for virology (wiv) di dekat pasar ini menjadi fokus para peneliti sebagai sumber virus corona.#irantruth #chinesevirus #islamicrepublicvirus<links>",1,fa
virus corona wuhan diyakini berasal dari pasar yang menjual hewan liar <links>,1,en
kebetulan ini mengganggu. #wuhan adalah rumah bagi pusat penelitian utama china untuk virus paling berbahaya.#coronavirus <links>,1,fr
china harus menjawab dari mana asal virus corona - pompeo <links>,1,uk
"jumlah #coronavirus di #china sejauh ini:-26 orang meninggal-887 terinfeksi-13 kota terpencil-40 juta orang dikurung-1 kasus yang dikonfirmasi dan satu lagi dikonfirmasi di amerika serikat-7 kasus yang dicurigai di meksiko, tidak ada yang dikonfirmasirj <links>",1,es
bbc news russian service - jumlah orang yang terinfeksi virus corona china telah melampaui seribu <links> orang mati.rumor meningkatkan jumlah yang sakit dan mati lulusan dan ratusan kali.,1,ru
"ketika pertandingan sepak bola dilarang, itu menjadi histeria, dari sudut pandang saya.#lodijo jair bolsonaro, meminimalkan keparahan virus corona.<links> <links>",1,es
"sangat menakutkan bahwa china menutup jumlah sebenarnya dari orang yang terinfeksi. memang benar jumlahnya lebih dari seratus ribu, tetapi dilaporkan hanya 1% dari jumlah sebenarnya. aku takut dan bingung dan pemerintah thailand yang menakutkan di depan menerima uang dari china, mati karena pemimpinnya bodoh. saya mengerti#virus corona <links>",1,th
klan bolsonaro mengorbankan brasil untuk trump.<links>,1,es
"hampir 1.300 kasus dan 41 kematian di #china: ini adalah penilaian terbaru dari #coronavirus yang diumumkan sabtu ini oleh otoritas china.15 kematian baru dari wabah telah dicatat di provinsi #hubei, di mana ia muncul bulan lalu.<links> <links>",1,fr
"dari berita #viruscorona berdasarkan angka yang dipublikasikan di media pada sabtu pagi, 25 januari 2020, terdapat 1.138 kasus terkonfirmasi dan 41 kematian.diperhitungkan angka kematian, jika terinfeksi 28 akan meninggal 1 orang (1.138/41)oleh karena itu, dari gambar berita ini china telah menutup berita. lebih dari 2 juta orang sebenarnya terinfeksi dan lebih dari 100.000 orang telah meninggal. mungkin itu benar. <links>",1,th
senin: china melaporkan 15 kasus virus corona.jumat: jutaan orang di china dikarantina. lebih dari 500 kasus virus corona dilaporkan. 25 mati.minggu: <links>,1,en
"#corona virus cctv stasiun televisi pusat republik rakyat tiongkok ringkasan pukul 18:00 pada tanggal 25 januari 63 juli menurut waktu tiongkok, 1.356 orang yang terinfeksi telah ditemukan. 41 meninggal dunia. 39 orang khawatir. harapan. tiongkok akan merilis nyata angka segera #virus wuhan #tidak ada obat #tidak ada vaksin #virus corona <links>",1,th
"#coronavirus # pembaruan sabtu pagi: hampir 1.300 kasus dikonfirmasi di #china, dengan 400 baru, jumlah kematian meningkat menjadi 41. kasus baru di as, #australia, profesional medis: wabah akan memakan waktu berbulan-bulan untuk diatasi, #china membatasi pergerakan 35 juta nytimes <links>",1,en
bolsonaro menyalahkan manajemen krisis covid-19 di brasil.<links> <links>,1,es
"""#china mengatakan ada 1.010 kasus & 41 kematian. banyak lagi kasus yang tidak dilaporkan, para ahli percaya.kami mendengar lebih dari 1.000 ketika mereka hanya melaporkan beberapa ratus kasus, -pejabat hhs "" #ncov2019 #coronavirus #wuhan<links> --<user> <links>",1,en
"jangan gugup di cina, total 9.000 orang yang terinfeksi, tetapi pemerintah cina mengumumkan hanya 8,9 orang lebih sedikit dari jumlah orang.dokter remaja cina merekam klip untuk diceritakan. ini benar-benar menakutkan. #virus corona <links>",1,th
"korban tewas virus corona china telah meningkat menjadi 56, jumlah infeksi mendekati 2.000 hanya dalam 24 jam, 1,3 ribu kasus yang dicurigai ditemukan, presiden xi jinping khawatir, menunjukkan bahwa situasinya serius percepatan pembangunan rumah sakit kedua #viruscorona #viruscorona #viruscorona #coronavirus <links>",1,th
"untuk jumlah yang terinfeksi pagi ini, 1287, 41 kematian (2020-1-25 waktu 9:00 waktu china) #coronavirus <links>",1,th
"dalam hitungan hari, jumlah orang yang terinfeksi covid-19 di brasil meningkat hampir empat kali lipat.<links> <links>",1,es
media china memperbarui jumlah terbaru kasus #coronavirus di chinaterinfeksi: 1975dugaan infeksi virus: 2684 kasusterlewatkan: 92kematian: 56#virus corona #viruscoronakr. () <links>,1,th
"coronavirus menyebar di cina, jumlah kematian meningkat <links>",1,bn
jumlah orang yang terinfeksi virus corona di china telah melampaui seribu <links>,1,ru
"rekor jair bolsonaro dalam menghadapi pandemi meliputi, sejauh ini, cacerolazo tiga malam berturut-turut, dua permintaan pemakzulan, 1.209 terdaftar terinfeksi covid-19, 18 meninggal dan 2 pulih.<links>",1,es
"terbaru pada 26 januari, 12:30 (waktu china) total 1430 kasus, 1965 kasus, 42 kematian. #coronavirus #coronavirus cr. baidu <links> wkkphwunyu",1,th
"perbarui #virus corona 26/01/2563 07.30jumlah orang yang terinfeksi di china naik 413 menjadi 1785.korban tewas naik 14, sehingga total menjadi 55.// angka di thailand admin mau tunggu konfirmasi sore hari ini. <links>",1,th
sudah banyak yang terjangkiti virus corona di china belum diberbagai negara... sementara sudah 90.000 orang terkena.kita perlu waspada dan berhati-hati dalam melakukan aktivitas. jaga pola makan dan kebersihan.#virus_corona <links>,1,in
"""jumlah korban yang terinfeksi bisa jauh lebih banyak dari yang diberitakan,"" ujar salah seorang warga. saat ini, cina semakin waspada akibat bertambahnya angka korban yang terinfeksi virus #corona. 13 kota sudah dikarantina dan larangan bepergian pun diperpanjang. <links>",1,in
"ini adalah laporan web nyata. saatnya china sekarang, sangat luas, siapa pun yang ada di china sekarang, jaga diri anda baik-baik. #virus corona <links>",1,th
"#pemecahan#berita terbarumenurut proyeksi peneliti inggris, 250 ribu orang akan terinfeksi dalam 10 hari.kematian pertama di rusia.di beijing, 3 dokter terinfeksi.sementara 56 juta orang terisolasi.#coronavirus #viruscorona #china <links>",1,de
"thailand ada 6 kasus, serius dari hati kalau masih jangan blokir turis china lagi. mungkin ada lebih banyak kasus. #virus corona <links>",1,th
"perbarui #virus corona 26/01/2563 07.30jumlah orang yang terinfeksi di china telah meningkat dari 413 menjadi 1785.korban tewas naik 14, sehingga total menjadi 55.// angka di thailand admin minta tunggu konfirmasi sore hari ini. <links>",1,th
#perhatian jumlah kematian akibat virus corona di china meningkat menjadi 54 dan sedikitnya 300 kasus baru dilaporkan  <links>,1,es
update situasi dunia (26 jan juli 63) #virus coronaorang yang terinfeksi: 2019meninggal: 56 orangtingkat kematian: sekitar 3% dari orang yang terinfeksi.#thairath #thairath#virus corona baru <links>,1,th
"jumlah orang yang terinfeksi #coronavirus (2019-ncov) di wuhan, china, diprediksi mencapai 250.000 pada 4 februari 2020.krisis internasional besar. beberapa laporan kepada pers barat bahwa situasinya (jauh) lebih buruk daripada yang dilaporkan secara resmi. <links>",1,en
laporan ini hampir terbaru. memiliki orang yang terinfeksi adalah bahwa orang-orang cina tidak pada tempatnya saya tahu bahwa china tidak mengetahui penyakit ini. untuk memungkinkan orang melakukan perjalanan keliling dunia #virus corona <links>,1,th
"#virus corona dari cina, epidemi lebih buruk jumlah kematian dan infeksi terus meningkat. plus, memperluas lingkaran sampai cina harus memerintahkan penutupan kota. jika sumbernya masih tidak dapat melindungi sektor pemerintahan  semua pihak yang terlibat di thailand harus diawasi secara ketat. dengan tindakan intensif dan ringkas#coronavirus #wuhancoronovirus<links>",1,th
lebih 2-3 terinfeksi di thailand... # <links>,1,en
"pembaruan situasi #virus corona #virus wuhanjumlah kasus yang dikonfirmasi di china telah meningkat menjadi 1.318, dengan 41 kematian..tiongkok: 830 orang, 41 kematian-thai 5 orang- hongkong 5 orang- singapura 3 orang-taiwan 3 orang- korea selatan 2 orang- jepang 2 orang- as 2 orang- vietnam 2 orang- makau 2 orang <links>",1,th
"baru-baru ini, jumlah orang yang terinfeksi #viruscorona #viruscorona #wuhancoronovirus #wuhan #virus wuhan <links>",1,th
"dunia waspada! dalam epidemi coronavirus baru di cina, korban jiwa meningkat menjadi 25, jumlah yang terinfeksi meningkat menjadi 830 <links> <links>",1,tr
"dunia waspada! mimpi buruk itu tumbuh...25 orang meninggal dalam virus yang menyebar dari china, 8 kota dikarantinavirus ditemukan di 8 negara lagitindakan intensif dilakukan di rumah sakit sreyyapaa untuk turis wanita tiongkok di istanbul!#coronaviruesue #coronavirus <links>",1,tr
"perbarui #virus corona 26/01/2563 - 15.20jumlah orang yang terinfeksi telah meningkat- 44 kasus di cina- 1 di hong kong- 3 kasus di makautotal 2.073 kasus yang dikonfirmasi, 56 kematian. <links>",1,th
"perbarui #virus corona 25/01/2563 - 13.00- china mengirim lebih dari 1200 dokter, staf ke daerah tersebut.- dokter militer cina tiba di daerah tadi malam, 450 orang.- total terakhir 1319 orang terinfeksi.- dikonfirmasi 1 dokter meninggal karena infeksi- sekitar 2.000 turis inggris telah dilaporkan ke china sebelumnya. <links>",1,th
update situasi dunia (26 jan. juli 63) #orang yang terinfeksi virus coronaorang yang terinfeksi: 2019meninggal: 56 orangtingkat kematian: sekitar 3% dari orang yang terinfeksi.#virus corona jenis baru #thairath #thairath <links>,1,th
virus corona yang mematikan mungkin berasal dari ular yang dijual di pasar wuhan di pusat wabah. <links>,1,en
"perhatian!ini adalah pasar wuhan di china tempat virus corona berasal.air murah marilin jaramillo.ini beberapa tabloid, tapi menarik untuk belajar tentang budaya lain <links>",1,es
"virus mematikan itu diyakini berasal dari pasar di pusat kota wuhan, tempat berbagai satwa liar dilaporkan dijual#virus corona<links>",1,en
"pasar makanan laut huanan di wuhan telah secara luas dianggap sebagai sumber berjangkitnya virus corona baru. tetapi virus itu mungkin telah menginfeksi orang di tempat lain terlebih dahulu, menurut sebuah makalah baru. <links>",1,en
coronavirus mungkin berasal dari lab yang terkait dengan program biowarfare china<links> <links>,1,en
penelitian baru meragukan epidemi coronavirus dimulai di pasar makanan wuhan <links>,1,en
kondisi kesehatan yang buruk: ini adalah bagian dalam pasar tempat virus corona berasal (foto) <links> <user>,1,es
salah bahwa #vaksin covid-19 menyebabkan kemandulan.kami memberi tahu anda di #verificartve:<links> melalui <user> #covid19,1,es
adalah #palsu bahwa vaksin pfizer dan biontech untuk covid-19 menyebabkan kemandulan pada wanita <links>,1,pt
bisakah vaksin covid19 pfizer membuat anda mandul? pfizer juga tidak tahu! ini akan baik-baik saja! <links>,1,fr
"urgent: vaksin covid-19 adalah sterilisasi wanita, kecam para ilmuwan <links>",1,pt
"kepala riset pfizer: vaksin covid adalah sterilisasi wanita. antibodi yang digunakan untuk menargetkan covid19 menempel pada sel plasenta, membunuhnya.<links>",1,en
kepala riset pfizer: vaksin covid adalah sterilisasi wanita <links>,1,en
"kepala riset pfizer: vaksin covid adalah sterilisasi wanita... tuan-tuan yang terhormat, dari mana sumbernya?tolong pergilah<links>",1,ar
"kepala penelitian pfizer: cov vaxx adalah sterilisasi wanitabaik risiko penyakit maupun kemungkinan manfaat vaxx tidak dapat ditentukan dengan kepastian yang diperlukan, itulah sebabnya mengapa pengujian vaxx pada manusia tidak etika <links>",1,en
kepala riset pfizer: vaksin covid adalah sterilisasi wanita <links>,1,en
